ACC_ID	STY_count	countS	countT	countY
Q3SXZ3	85	35	34	16
Q9BX82	110	48	39	23
Q15973	65	30	20	15
Q9UK10	114	61	34	19
Q8N9I0	47	13	25	9
Q7L3T8	70	25	28	17
P13984	38	16	12	10
Q8N4L1	81	40	21	20
Q6IEE7	192	102	72	18
P48775	64	30	16	18
Q6ZMB5	78	35	20	23
Q07654	12	7	3	2
P22105	731	296	316	119
P26640	156	69	53	34
Q8IYX1	43	20	15	8
P32780	94	48	30	16
Q96RJ0	59	30	13	16
Q96RI8	71	35	19	17
P48643	58	23	29	6
Q9HCS4	111	74	21	16
Q9GZN2	39	25	11	3
Q86TI0	186	111	53	22
Q5T0J7	26	8	13	5
Q8NCS4	17	9	6	2
P50591	57	28	14	15
Q9NPI0	25	11	7	7
Q96B49	9	5	3	1
Q6UWW9	24	10	9	5
Q14106	62	41	12	9
P19429	23	12	8	3
Q8WZ04	39	13	15	11
Q8NFZ5	39	22	12	5
Q14656	33	12	12	9
Q5T292	13	7	5	1
P09110	57	28	23	6
A0A0A0MTA7	4	1	2	1
Q5JXX7	26	11	11	4
Q86X19	28	13	7	8
P10828	68	29	28	11
Q8N816	49	34	10	5
Q9Y3D7	14	10	1	3
Q9NQ86	127	62	38	27
Q13049	97	50	33	14
Q9NZQ8	138	64	49	25
P56180	91	40	26	25
O75382	98	52	33	13
Q6ZMU5	44	27	10	7
Q96RU8	62	37	13	12
Q9Y210	133	70	28	35
P08582	115	55	32	28
Q9UJA5	78	36	27	15
A6NMA1	11	5	4	2
Q6DKK2	44	21	11	12
Q9NZ09	89	55	28	6
P01737	26	13	7	6
A0A0B4J248	27	13	6	8
A0A0C4DH59	23	12	6	5
Q8NHH1	116	68	34	14
Q8N4P2	96	28	24	44
Q12999	26	15	7	4
O60635	37	11	17	9
Q92738	146	78	33	35
Q96RL1	136	87	43	6
Q86UX7	89	47	24	18
Q9HA47	42	18	16	8
P55916	55	18	25	12
Q3SY77	60	30	21	9
Q8IWX7	108	43	47	18
Q9Y5T5	118	54	44	20
Q9P0L0	37	20	15	2
Q9H267	89	45	24	20
Q8NEY4	74	34	27	13
Q7Z5H4	60	33	18	9
Q5VIR6	95	35	44	16
Q8N3P4	225	117	67	41
P04275	437	207	152	78
Q9Y6I7	62	35	18	9
P49750	335	199	69	67
A4D1N5	29	18	8	3
Q49A33	39	13	17	9
A7E2V4	320	185	94	41
O95405	241	138	72	31
P59817	104	62	33	9
Q9HA38	44	25	8	11
Q68DY1	105	36	48	21
Q6ZS27	54	29	15	10
Q9H6B1	78	33	39	6
Q96B54	25	10	10	5
Q8TD17	110	56	40	14
Q8TF68	120	62	42	16
Q9H7S9	129	95	14	20
P52743	35	16	9	10
P52739	84	38	36	10
P15822	579	363	179	37
Q9UJL9	97	47	37	13
Q6ZMV8	90	30	41	19
Q9UK13	96	56	25	15
Q9H8N7	94	61	23	10
Q6ZNH5	67	40	21	6
Q6NZ63	38	13	12	13
Q9H169	19	12	3	4
Q86U17	68	30	27	11
Q9BQS2	65	30	25	10
Q8NF91	1285	730	413	142
Q8NBD8	26	6	11	9
Q9NSD9	82	22	39	21
P59551	54	27	18	9
P54274	71	41	24	6
Q15750	94	50	30	14
Q9P1P4	66	32	20	14
Q03167	145	80	46	19
Q96RI9	71	31	21	19
Q9BQE3	71	21	31	19
Q9Y6A5	135	78	48	9
A0A1B0GUV7	22	12	6	4
Q6ZT07	220	107	68	45
Q8N6V9	52	30	15	7
A0A1B0GTD5	25	10	10	5
Q96A09	66	32	24	10
Q9BZK7	90	49	32	9
Q99727	35	15	9	11
P10636	135	79	50	6
Q8N2M4	40	18	11	11
Q8N661	30	13	10	7
O75888	38	22	10	6
O14788	58	30	15	13
Q5U3C3	45	17	14	14
P48023	52	26	12	14
Q8IU68	113	58	31	24
Q13470	82	52	21	9
Q7Z402	143	70	41	32
C9JQI7	103	50	24	29
Q92956	49	22	21	6
Q96BF3	42	28	9	5
Q6P7N7	35	12	16	7
Q96DA6	14	6	4	4
Q5SRD1	41	12	21	8
Q86WS5	55	22	19	14
Q7Z410	167	75	70	22
P02787	97	41	30	26
Q9BQ50	30	16	10	4
Q9BUZ4	59	29	16	14
Q8WVP5	22	11	8	3
Q96NM4	105	74	20	11
Q8N609	66	30	20	16
P62995	84	52	9	23
A0A0K0K1C4	24	9	7	8
Q6P2S7	242	134	62	46
P17480	115	70	24	21
P35442	176	75	69	32
P07996	166	74	61	31
A6NCW7	89	44	28	17
P0CV99	38	19	9	10
Q9BZW7	95	50	36	9
Q8N427	71	35	22	14
Q01081	31	17	6	8
P98066	44	15	12	17
O60656	79	34	26	19
O14599	23	8	10	5
P35503	80	34	29	17
O94874	124	65	44	15
Q6PFW1	236	133	60	43
Q9H598	70	34	20	16
O94966	200	105	67	28
Q9UI12	68	33	17	18
O95231	47	32	13	2
Q9Y4E1	216	140	70	6
Q5SQQ9	50	34	11	5
Q8NEZ3	193	76	62	55
P63122	20	9	7	4
Q6GPH4	43	28	9	6
Q96JC1	111	44	36	31
Q9Y4P8	84	39	30	15
P17861	30	20	9	1
Q93097	58	22	25	11
Q658N2	90	40	27	23
Q96NR7	29	20	9	0
Q8TF30	83	50	23	10
P55808	27	12	5	10
Q5T750	60	24	22	14
Q6PP77	72	31	21	20
P07947	97	35	37	25
Q6ZRP5	67	20	45	2
Q9GZM5	46	15	20	11
Q6UXQ8	14	12	2	0
Q6ZSR9	75	50	18	7
Q499Y3	35	21	10	4
Q6DD87	44	29	9	6
Q96DT7	135	76	38	21
P17036	85	44	26	15
O15209	115	74	33	8
Q96K62	72	35	30	7
A6NK75	105	40	40	25
Q8NHG8	41	32	5	4
Q96MR9	148	54	60	34
Q96NC0	26	10	9	7
Q9P0L1	137	69	47	21
Q92670	66	30	25	11
Q8N7Q3	116	58	34	24
Q5VZL5	292	163	87	42
Q9H4I2	176	92	66	18
Q8N1G0	202	129	62	11
Q96JC4	101	43	39	19
Q9BV97	25	14	8	3
Q96ME7	95	54	24	17
Q9NPG8	52	15	21	16
P55854	14	7	6	1
Q9UHQ7	7	4	1	2
Q86TJ2	57	25	15	17
P59535	60	29	19	12
Q6PI48	95	44	32	19
Q15543	12	4	5	3
Q96BW9	83	43	20	20
O95947	68	32	19	17
Q15545	45	25	16	4
Q96SF7	143	80	43	20
Q9BUF5	72	29	29	14
Q9ULP9	75	40	19	16
Q8TBP0	125	76	28	21
Q9NYW6	62	31	23	8
Q9UKN8	125	62	44	19
Q9NYW1	44	26	12	6
Q9BXT5	594	335	176	83
Q8WUH2	117	48	38	31
P68363	71	23	29	19
O43493	100	65	31	4
O60602	139	72	40	27
Q9BVW5	34	16	16	2
Q9H2K2	159	74	50	35
H0YL14	17	5	6	6
Q5VVB8	23	9	8	6
P0CAT3	16	10	5	1
Q9NWH2	26	16	9	1
Q6UE05	39	22	14	3
Q9HAV5	61	29	25	7
Q02223	35	17	14	4
O60830	21	9	7	5
Q9H0I9	97	43	40	14
Q96HH6	62	33	20	9
Q6PI78	30	15	12	3
Q9NQ34	27	15	4	8
P49788	42	18	15	9
P62072	12	7	2	3
Q8WUY1	19	10	5	4
Q8IY51	82	41	27	14
Q9BZY9	63	38	20	5
Q9UDY6	65	31	27	7
Q6XPS3	79	35	22	22
Q5T2D2	77	34	31	12
P09493	29	15	8	6
Q59H18	142	78	32	32
O14798	58	22	33	3
Q5GJ75	44	21	17	6
O14836	48	29	14	5
O75865	19	8	8	3
Q5VTQ0	108	63	22	23
Q96N46	148	102	17	29
Q8N0Z6	73	40	19	14
Q7Z3V4	167	81	59	27
Q5TGU0	27	9	10	8
Q14139	148	66	51	31
Q9Y5U2	61	44	14	3
Q9BRA2	17	7	5	5
Q13432	38	19	10	9
D6RA61	89	41	31	17
P51668	24	11	7	6
Q96PP4	52	26	18	8
O14907	18	9	7	2
Q495M9	72	43	20	9
Q96T88	122	59	36	27
O00526	36	19	14	3
B0FP48	54	24	23	7
Q9P2Y5	109	59	29	21
Q96BW1	56	29	17	10
Q9Y5K8	29	9	15	5
Q9HAW8	81	37	27	17
P57075	114	56	40	18
Q92889	141	65	49	27
Q6ZQT0	24	15	9	0
A8MTW9	6	3	3	0
Q9BRP9	24	10	13	1
Q96M66	35	20	12	3
Q9BSR8	39	17	10	12
Q96EC8	35	19	12	4
Q8N377	39	25	14	0
Q6ZQV5	8	5	2	1
Q6ZMS7	38	12	18	8
Q96NB3	50	33	14	3
Q9HCK0	64	41	16	7
A8MT65	105	48	37	20
A8MT66	29	15	10	4
P17039	111	47	37	27
Q9UGI0	122	63	38	21
Q5D1E8	101	59	25	17
Q96SZ4	105	75	26	4
A8MWA4	56	28	19	9
Q86W11	78	45	23	10
Q6ZN55	132	63	48	21
Q15326	83	38	29	16
Q9ULJ6	180	97	55	28
Q969J2	82	43	28	11
Q8NEP9	121	53	40	28
Q8N720	97	56	25	16
Q14966	359	218	112	29
Q15915	82	47	22	13
O14978	100	59	32	9
Q8N3J9	45	23	14	8
O43361	128	57	44	27
O60281	496	263	177	56
Q96N77	67	40	23	4
Q53GI3	84	53	23	8
Q8TF50	99	46	44	9
Q8NB42	89	47	22	20
P52742	131	59	53	19
P52740	122	70	35	17
O14771	59	37	18	4
Q9UMZ2	268	164	78	26
Q15714	244	160	76	8
Q8N3H0	21	10	10	1
Q9BVV6	286	159	106	21
P21731	53	28	19	6
Q9Y4P3	70	36	28	6
A6NHL2	71	29	28	14
Q5VZI3	50	21	20	9
Q8WW34	28	14	13	1
A6NGB7	37	18	14	5
Q9Y5U5	29	12	16	1
P43489	42	18	20	4
P0DPR3	0	0	0	0
Q5VYS8	213	97	76	40
Q96ET8	44	30	13	1
A0A0B4J245	24	15	4	5
Q92574	212	116	70	26
O95900	48	17	24	7
Q9UJ04	44	26	13	5
A1L167	25	14	8	3
P51965	49	26	17	6
Q5T7W7	84	44	22	18
P63313	8	3	5	0
Q5VV11	15	11	3	1
A0A0J9YY54	97	62	25	10
Q6NVU6	20	12	4	4
Q9BZX2	42	20	14	8
Q8IV45	69	38	23	8
Q9Y6I4	97	47	31	19
Q70EL4	190	128	41	21
Q6H3X3	60	29	24	7
Q92995	120	61	29	30
P63027	14	6	6	2
Q9BV40	11	5	6	0
Q96DN2	163	89	65	9
A2RRH5	145	82	43	20
Q14191	235	129	69	37
Q8WWY7	14	9	3	2
Q8IY57	44	29	14	1
Q8IWU4	62	35	16	11
O43167	127	66	46	15
Q15942	75	41	24	10
P24278	82	47	24	11
Q96MX3	79	45	26	8
A1YPR0	63	28	20	15
Q8TCW7	87	43	30	14
Q9ULT6	188	111	45	32
Q9P2E3	249	115	84	50
A6NGD5	74	42	27	5
Q8TBC5	67	42	17	8
Q96NI8	84	38	24	22
Q96SQ5	101	53	28	20
Q2M218	115	49	41	25
Q9NR11	100	61	22	17
Q8NF99	90	54	23	13
P0C7U3	62	29	21	12
Q96PQ6	107	51	38	18
Q6ZNG0	73	30	31	12
Q8TF32	105	40	41	24
Q9H869	112	63	42	7
Q9Y462	122	52	51	19
Q8TB69	87	36	31	20
Q96KM6	136	71	52	13
Q8IVQ6	30	9	11	10
Q9UK12	68	35	18	15
Q8NE65	20	8	5	7
Q6P280	100	43	31	26
Q6P9A1	122	66	37	19
Q9HCG1	146	60	58	28
Q8N6M9	11	5	4	2
Q8N966	36	21	9	6
Q96IQ9	52	36	13	3
P17010	113	55	39	19
O95201	91	45	36	10
Q5JVG8	76	28	29	19
P22695	79	39	26	14
Q96P65	60	22	25	13
Q9NYW8	144	66	40	38
P20742	282	132	102	48
Q8TBN0	61	30	26	5
P78332	181	90	50	41
Q8IWW6	162	89	47	26
Q52LW3	201	122	62	17
Q9H2S5	50	26	19	5
O75526	70	39	8	23
O75116	176	85	58	33
Q01974	152	72	46	34
Q5JTH9	187	98	68	21
Q9NQG5	52	32	13	7
Q8N4K4	13	8	4	1
Q9NTN3	63	21	27	15
Q9H1N7	80	31	30	19
Q96CM3	42	20	16	6
P0C7Q5	57	29	19	9
Q6YBV0	81	38	27	16
O75880	43	14	18	11
Q9NWF4	60	34	20	6
O15126	49	23	17	9
P21673	26	11	5	10
Q9BSG5	33	21	11	1
P29034	12	7	3	2
Q9UHW9	192	91	69	32
O75056	92	29	57	6
Q6XE38	10	7	2	1
P09683	16	11	5	0
A0AV02	122	65	37	20
Q9Y291	18	8	5	5
Q16586	55	20	27	8
Q9P0U3	137	80	41	16
Q9NVA2	59	25	23	11
Q8IVB4	105	39	42	24
A6NLE4	23	12	6	5
Q8N5G0	7	3	1	3
Q99442	54	25	19	10
Q6AI14	140	71	36	33
Q6UXD5	163	65	69	29
Q8N196	103	53	41	9
Q9P1W8	72	28	37	7
Q9NZV5	99	57	30	12
Q11206	50	23	13	14
Q15465	68	33	21	14
P84101	5	4	1	0
Q6UWV7	34	20	8	6
Q9NP31	57	26	21	10
P78330	24	11	9	4
Q96HL8	52	27	14	11
Q76KD6	129	70	52	7
O94813	229	106	82	41
A0A1B0GTR4	5	2	2	1
Q6ZV89	52	31	12	9
Q6ZMC9	51	25	19	7
Q8NHS9	67	34	22	11
Q9BQB4	22	8	9	5
O15270	85	29	27	29
Q9NRY2	13	10	2	1
O43761	39	18	15	6
H3BMG3	5	3	0	2
Q9H254	241	135	72	34
Q99619	41	17	12	12
Q9NWM0	87	41	28	18
Q8NHU3	69	27	24	18
O60749	79	45	25	9
P61009	32	13	14	5
P35237	59	28	23	8
Q6UX34	16	9	7	0
Q9HBM1	31	14	10	7
Q86UG4	115	54	39	22
Q6IEG0	52	31	9	12
Q9P289	62	32	22	8
O00204	62	34	16	12
O60284	179	103	58	18
Q92187	57	29	17	11
Q9UH99	140	84	36	20
Q8TCJ2	147	60	47	40
Q15046	82	22	38	22
Q16572	80	35	23	22
P40818	197	93	67	37
Q8N8G2	69	45	7	17
Q8TAA9	90	41	28	21
O95670	11	8	1	2
Q15904	87	42	30	15
Q96AW1	24	7	5	12
Q5TIE3	214	122	73	19
Q5JSH3	176	90	63	23
Q8N0Z9	88	51	25	12
P58304	57	36	15	6
Q92558	81	44	29	8
Q7Z7D3	53	29	17	7
Q6P4I2	62	35	21	6
Q86TI4	65	29	29	7
Q8TAG5	39	24	9	6
B1ANS9	161	83	50	28
Q3MIS6	111	59	31	21
Q96K75	76	42	21	13
Q14849	73	38	22	13
O60499	27	16	9	2
P54136	81	32	27	22
Q8N3T6	177	90	65	22
Q96EM0	47	18	20	9
Q5JRV8	83	40	21	22
P29083	64	26	25	13
Q9Y2Z4	68	30	25	13
Q8N7M0	36	20	8	8
Q96BZ9	45	19	17	9
P28347	69	36	19	14
Q9C0C2	300	216	69	15
Q8N394	157	68	46	43
Q5SV17	20	10	4	6
A0A087WTH1	9	6	2	1
P20366	16	9	2	5
Q07011	41	22	17	2
A6NFA1	81	35	33	13
Q5TGY1	88	43	33	12
Q6ZUK4	60	28	24	8
Q3ZCQ8	53	23	17	13
Q96F44	48	25	16	7
P57727	68	38	16	14
Q6ZUI0	57	26	20	11
Q96LD4	70	48	13	9
Q96A61	37	15	10	12
Q9UBN4	149	79	39	31
Q12815	129	80	44	5
Q2T9J0	68	40	25	3
A6NI03	77	44	21	12
Q969Z4	61	30	26	5
Q8IYN6	26	16	10	0
O75386	72	37	21	14
Q3SXZ7	59	24	20	15
P17643	91	39	33	19
Q8NDW8	171	73	39	59
O75631	64	30	25	9
Q16831	49	21	16	12
Q9P2D8	432	248	128	56
Q9Y4X1	76	32	28	16
Q9H321	45	40	5	0
Q9P2U7	92	44	27	21
Q96LB4	14	7	3	4
Q2TAL6	42	18	16	8
Q9Y2B5	93	46	30	17
Q96IQ7	78	39	31	8
Q9UPY6	84	49	20	15
Q86XT2	22	15	4	3
Q9H270	146	63	46	37
Q6ICG8	56	26	14	16
Q8IWG1	158	62	61	35
Q96G27	50	27	14	9
Q9Y4E6	255	132	88	35
Q9NW82	115	56	45	14
O75351	61	33	19	9
P63129	22	9	9	4
Q8WWM1	11	7	3	1
P12956	92	44	27	21
O75695	48	24	16	8
A6NCI4	207	112	66	29
Q9H1F0	10	4	3	3
Q01831	143	76	43	24
A6NHS1	12	8	3	1
Q8NFD4	27	14	11	2
Q6UXR6	26	21	4	1
Q6ZQT7	48	42	6	0
Q8N976	27	16	11	0
Q6IQ21	107	59	31	17
Q6PML9	94	47	30	17
Q6PK81	81	49	20	12
Q0VGE8	111	51	37	23
Q8NAP3	234	123	71	40
P17017	127	58	41	28
P17038	144	46	69	29
Q96BR9	93	58	22	13
Q12836	104	54	32	18
P51508	118	55	46	17
O60232	26	13	10	3
Q96GY0	55	29	19	7
Q9Y5A6	76	39	24	13
Q8NF64	174	88	59	27
Q86XI8	58	27	20	11
O75290	85	39	29	17
Q8N823	122	59	39	24
Q9NXT0	81	46	19	16
Q9UDW3	17	10	3	4
A2RRD8	83	33	31	19
Q96EF9	54	29	19	6
Q6PEW1	51	32	14	5
Q499Z4	69	38	26	5
Q14202	239	119	84	36
Q6ZMY9	59	30	19	10
Q6FIF0	49	33	10	6
Q9Y6Q3	110	59	36	15
Q8WTR7	163	77	60	26
P15622	94	45	33	16
Q9BRH9	107	54	39	14
Q6ZN57	95	43	38	14
Q96FJ0	63	28	24	11
E0CX11	4	1	1	2
P0CG40	109	74	27	8
Q96RU7	46	17	18	11
Q9NP99	45	17	21	7
P02788	102	50	31	21
P0DSE1	56	35	16	5
Q9BTX3	26	13	6	7
Q15633	65	36	24	5
Q7Z392	177	65	70	42
Q9UI30	14	8	5	1
Q13454	49	25	11	13
Q5TCY1	206	126	66	14
P61081	24	12	5	7
A0A0A6YYK6	22	11	5	6
A0A075B6V5	25	14	8	3
A0A075B6T6	26	17	3	6
A0A0K0K1B3	24	15	5	4
A0A5B6	21	11	4	6
O43914	20	9	6	5
P0CG48	99	27	63	9
P62079	29	11	10	8
A6PVC2	121	65	36	20
Q9BZ98	14	6	4	4
Q9NNW7	72	26	32	14
Q7Z6J8	69	46	18	5
Q96PN8	32	17	9	6
P10074	83	45	28	10
H0UI37	15	8	3	4
P49815	309	182	79	48
Q86TS7	15	7	1	7
P00749	76	32	26	18
Q9BZM5	38	16	18	4
P35504	80	35	29	16
Q04323	29	17	9	3
Q9UK80	86	52	22	12
Q6ZN44	140	73	44	23
Q9UMW8	55	29	14	12
Q9BXU7	145	76	44	25
P09327	122	52	46	24
Q96AX1	83	32	30	21
O15342	10	2	4	4
O75348	13	6	4	3
Q9UKW4	118	39	46	33
Q8N2E2	278	136	92	50
A8K0Z3	66	40	16	10
Q5VTH9	162	80	56	26
Q2NL98	13	5	8	0
Q96AJ9	30	16	9	5
P42768	52	30	15	7
P10265	21	9	8	4
P63127	21	9	8	4
Q9BYP7	370	210	129	31
Q9UIA9	207	98	71	38
Q92536	94	44	30	20
A8MV72	42	29	11	2
Q96BV0	58	35	19	4
Q5CZA5	108	49	41	18
Q5FWF6	59	29	19	11
A8K0R7	134	86	38	10
Q6ZN06	98	41	38	19
P98168	132	79	47	6
Q2QGD7	145	93	43	9
Q86U90	39	24	9	6
O95218	98	80	10	8
Q53FD0	79	51	18	10
Q6P9A3	104	46	31	27
Q86XF7	38	21	12	5
Q9NQZ6	20	9	8	3
Q8WU90	43	19	18	6
Q8N9L7	25	13	9	3
Q8N0Y2	33	19	12	2
Q6NUN9	93	46	40	7
P37275	202	118	58	26
Q7Z7L7	114	60	34	20
Q14588	114	55	34	25
Q14590	133	74	38	21
Q9Y2P7	132	72	37	23
Q9P255	99	38	38	23
Q9NUJ3	70	40	21	9
Q9NR00	16	9	5	2
Q01995	24	12	6	6
P59539	51	24	19	8
Q9BT92	39	22	7	10
P04155	11	2	8	1
Q06330	93	43	33	17
Q86WV5	18	7	6	5
Q8IZW8	154	102	40	12
Q8N8B7	66	32	23	11
O14894	23	10	10	3
Q16594	60	28	25	7
Q9ULZ0	26	17	8	1
Q96PL2	61	28	18	15
Q9BRU2	9	4	2	3
Q8IYF3	141	73	40	28
Q08188	118	63	38	17
Q9H4B7	66	31	22	13
Q93075	161	105	34	22
Q8N9V7	288	169	79	40
Q9GZU3	103	56	25	22
Q86V81	26	14	8	4
Q7Z5S9	57	27	19	11
Q9NS69	16	8	7	1
Q5BJH2	29	12	10	7
Q99805	109	43	37	29
Q8N2E6	27	15	7	5
Q96KP6	32	16	10	6
Q6UXY8	202	99	49	54
P11387	79	31	27	21
Q9NYK1	176	92	49	35
Q8N6L7	25	13	6	6
Q9Y5M6	10	5	0	5
Q6UW68	27	14	8	5
O43711	47	28	14	5
Q8NEW7	15	4	9	2
Q4W5G0	85	43	29	13
Q96QT4	290	133	96	61
Q9BZR9	82	45	19	18
Q9BX84	354	177	109	68
O15344	116	53	47	16
Q86UV7	27	19	6	2
Q9UJV3	123	66	39	18
Q9HCX4	131	56	38	37
Q969P6	71	27	27	17
O14717	60	25	20	15
P0DI82	18	10	3	5
Q15628	31	19	5	7
Q6P3X3	134	57	50	27
P07478	43	24	8	11
A0A0A6YYG3	26	11	8	7
A0A075B6N2	27	15	9	3
Q99816	75	29	23	23
P29597	159	76	48	35
Q96B02	29	16	8	5
Q9C0C9	207	123	57	27
Q9H3M7	67	34	20	13
Q8IX04	89	48	26	15
Q9HAW9	82	38	26	18
P32241	73	36	21	16
P15313	73	26	30	17
Q6EMK4	95	40	45	10
Q99536	48	18	20	10
Q99437	31	16	9	6
Q15906	58	23	25	10
Q5THJ4	753	389	249	115
Q8NA23	62	34	21	7
Q8IV63	97	55	28	14
Q9H8Y1	109	61	25	23
A8MXK1	38	18	13	7
Q9NZR4	54	38	12	4
Q7Z5K2	215	114	82	19
Q86VR7	150	96	45	9
Q6PJI9	174	92	56	26
Q9BRG1	25	14	8	3
Q969T9	49	16	11	22
Q05940	84	42	25	17
Q6P2C0	97	47	26	24
Q6ZS81	523	294	166	63
Q8IZQ1	604	310	197	97
P63131	22	9	9	4
Q8IZH2	275	144	69	62
Q96JG6	166	72	55	39
A2RUG3	20	12	5	3
Q9UI72	8	2	3	3
Q9ULM3	297	158	118	21
A6NL46	46	30	14	2
Q8N2B8	29	19	9	1
Q6ZRN7	34	23	11	0
Q6ZQY7	21	11	7	3
Q9H5H4	106	67	22	17
Q96GE5	123	50	43	30
P10072	118	63	41	14
Q8N446	55	40	13	2
Q9BSG1	81	46	25	10
Q8IYH5	166	96	47	23
Q6UXU0	23	13	8	2
Q5SVQ8	158	77	53	28
O43149	465	248	151	66
Q68EA5	115	42	53	20
Q9UI54	14	6	6	2
Q8IWY8	136	76	39	21
P0CG32	54	32	16	6
Q8TAD4	119	68	34	17
Q9H5U6	72	35	23	14
Q3MJ62	52	25	18	9
Q8N9Z0	70	32	22	16
O75123	89	46	29	14
Q9Y2Q1	94	37	35	22
Q70YC5	59	33	18	8
Q5T7W0	167	81	55	31
Q6U7Q0	73	34	24	15
Q9UKY1	173	84	69	20
Q66K41	65	40	22	3
Q86YH2	104	55	41	8
Q8N895	103	50	31	22
Q9UID6	89	48	21	20
Q9Y3M9	124	68	38	18
Q6IV72	117	55	43	19
Q86Y25	98	39	34	25
Q8IZ20	78	51	18	9
Q9HCL3	86	28	33	25
Q9NQX6	75	29	26	20
Q9BU19	89	60	23	6
Q8TBF4	37	23	7	7
Q96JM2	463	236	132	95
O75820	101	51	34	16
Q9UPR6	144	72	45	27
Q8WXE9	186	110	60	16
Q9H668	62	30	18	14
A6NJG2	45	27	14	4
Q96LR4	23	14	7	2
A0A1B0GUA7	27	11	14	2
Q9BXU0	19	13	3	3
Q9H853	55	23	22	10
Q6ZWK6	81	40	27	14
Q8WZ71	31	15	15	1
Q9UJW2	86	36	28	22
P58753	51	32	12	7
P31314	49	21	20	8
Q9UNG2	34	18	10	6
Q86XT9	44	22	21	1
A6NEH6	25	11	7	7
A6NGA9	56	28	18	10
Q93038	56	24	23	9
A0A0J9YWP8	5	2	2	1
Q9UPQ9	379	247	115	17
A0A0J9YXM7	3	2	1	0
P51854	99	48	33	18
Q6ZRR5	39	19	12	8
O95411	15	12	2	1
Q9UBP6	35	11	14	10
P0CI25	62	29	20	13
Q68CL5	69	36	23	10
Q9ULW0	96	48	38	10
Q9Y2L5	257	140	71	46
O60296	181	109	57	15
Q5T215	27	11	7	9
A0A075B6T7	22	8	9	5
A0A0K0K1G6	32	11	13	8
A0A0B4J266	19	13	4	2
A0A087WV62	19	10	5	4
A0A0K0K1A3	28	12	10	6
A0A5A6	16	8	3	5
Q86UF1	34	18	6	10
Q8N841	163	90	47	26
Q6ZT98	158	82	43	33
O95155	244	142	70	32
Q96LR5	42	21	15	6
Q9NX01	28	12	8	8
Q712K3	42	19	12	11
Q96SJ8	27	9	12	6
O00322	45	17	17	11
P09936	19	11	6	2
P13051	42	23	11	8
Q9H9J4	220	143	49	28
Q8IYT8	207	123	57	27
Q9BY64	72	32	25	15
Q70EK8	201	127	53	21
O75310	75	34	25	16
O60504	116	63	34	19
Q08AM6	114	56	37	21
P11473	71	45	18	8
Q9P2U8	101	42	33	26
P23763	13	6	5	2
Q9ULK5	88	42	27	19
B2RUY7	20	9	5	6
Q96S15	116	64	38	14
P62760	23	10	8	5
Q6UX27	57	33	17	7
Q9H6Y2	53	30	19	4
Q6VEQ5	65	39	16	10
Q96QU8	182	86	65	31
Q8N9P0	33	22	9	2
O95070	57	23	14	20
Q6ZRX8	16	1	15	0
Q6ZRG5	38	27	11	0
Q9HAA7	20	12	6	2
Q9BZS9	10	5	2	3
Q68DY9	76	42	19	15
Q7L2R6	100	41	34	25
Q86SH2	61	33	13	15
Q3KNS6	70	36	21	13
Q9Y2P0	93	47	32	14
P13682	81	41	29	11
Q13105	111	52	44	15
P21506	109	51	37	21
Q99592	100	63	24	13
Q8NAP8	83	51	18	14
Q86UZ6	103	67	22	14
Q15916	75	41	24	10
Q6X784	62	23	24	15
A2A288	61	37	12	12
Q9C0D7	175	98	41	36
Q6PJT7	135	75	42	18
O15535	50	28	16	6
Q8N184	124	46	51	27
Q86VM9	183	132	35	16
Q9BRR0	79	47	23	9
Q7Z2W4	181	97	54	30
Q5EBM4	26	9	12	5
Q86UK7	136	71	43	22
Q96NL3	97	37	44	16
Q14587	170	81	57	32
Q9HCZ1	118	45	48	25
Q569K4	91	64	21	6
Q8NA42	81	38	24	19
Q96LW1	117	67	33	17
Q9H963	20	9	4	7
Q9C0F3	90	43	30	17
Q494X3	86	32	28	26
Q14592	92	41	35	16
Q6ECI4	111	49	39	23
Q9ULC8	138	82	36	20
Q8N859	77	33	27	17
Q96PM9	53	30	18	5
Q8WVZ1	44	22	16	6
Q96H40	88	31	38	19
Q9BT88	73	35	25	13
O15061	266	148	91	27
P08247	51	20	15	16
Q5T011	558	328	159	71
Q7Z7N9	45	28	11	6
P19532	105	72	26	7
Q3YBR2	62	34	16	12
O43435	53	22	20	11
Q16650	141	75	36	30
O75529	124	64	33	27
Q9UK61	304	162	86	56
P24821	394	139	189	66
Q9UBB9	111	57	28	26
Q9Y458	112	69	25	18
Q2MV58	113	52	48	13
Q86UD7	41	19	11	11
Q6NUS6	117	62	42	13
Q9UIK5	69	30	26	13
Q9Y3F1	17	8	6	3
Q13569	60	27	18	15
Q3MII6	102	60	23	19
Q14186	66	38	21	7
Q96PF1	116	54	39	23
Q9UHD2	115	42	45	28
Q9Y4F4	321	196	91	34
Q12893	50	24	17	9
Q5JU69	39	23	11	5
Q9HD45	104	35	27	42
Q9H3N1	43	25	11	7
Q9BVK8	38	14	11	13
Q96FV9	107	48	42	17
Q9Y320	47	18	17	12
P00734	95	38	36	21
Q9UKE5	219	121	63	35
Q8WZ59	25	15	7	3
Q66K66	47	20	15	12
Q5W0B7	71	36	23	12
Q9Y6Q6	105	55	37	13
Q8NDY8	30	18	7	5
P31483	70	29	24	17
Q9BVK6	32	11	14	7
A0PJX2	38	25	10	3
P57082	104	54	30	20
