ACC_ID	Pfam_ID	#Psites_pfam	#pS	#pT	#pY	STY_count	countS	countT	countY	domain_length	perc.psites	Pfam_fam	Pfam_short	Pfam_desc
Q05084	PF04629	3	1	1	1	34	22	11	1	230	8.82352941176471		ICA69	Islet cell autoantigen ICA69, C-terminal domain
Q8NDH6	PF04629	1	1	0	0	43	34	8	1	229	2.32558139534884		ICA69	Islet cell autoantigen ICA69, C-terminal domain
Q05397	PF03623	1	0	0	1	18	6	8	4	133	5.55555555555556		Focal_AT	Focal adhesion targeting region
Q05469	PF07859	1	1	0	0	38	23	8	7	260	2.63157894736842	AB_hydrolase	Abhydrolase_3	alpha/beta hydrolase fold
Q5VUY2	PF07859	1	1	0	0	36	16	7	13	262	2.77777777777778	AB_hydrolase	Abhydrolase_3	alpha/beta hydrolase fold
Q05823	PF06479	1	1	0	0	23	7	9	7	129	4.34782608695652		Ribonuc_2-5A	Ribonuclease 2-5A
Q05BQ5	PF02820	1	0	1	0	38	17	13	8	283	2.63157894736842	Tudor	MBT	mbt repeat
Q969R5	PF02820	2	0	1	1	38	17	11	10	283	5.26315789473684	Tudor	MBT	mbt repeat
Q06210	PF01380	1	0	0	1	41	14	19	8	262	2.4390243902439	SIS	SIS	SIS domain
Q06265	PF01138	2	1	1	0	14	8	4	2	133	14.2857142857143	S5	RNase_PH	3' exoribonuclease family, domain 1
Q9NPD3	PF01138	2	2	0	0	19	7	7	5	132	10.5263157894737	S5	RNase_PH	3' exoribonuclease family, domain 1
Q06278	PF02738	1	1	0	0	72	29	23	20	539	1.38888888888889		Ald_Xan_dh_C2	Molybdopterin-binding domain of aldehyde dehydrogenase
Q06546	PF11620	1	1	0	0	9	5	3	1	84	11.1111111111111	Ubiquitin	GABP-alpha	GA-binding protein alpha chain
Q06787	PF16098	3	3	0	0	14	7	7	0	84	21.4285714285714		FXMR_C2	Fragile X-related mental retardation protein C-terminal region 2
Q06787	PF18336	1	0	0	1	4	2	1	1	49	25	Tudor	Tudor_FRX1	Fragile X mental retardation Tudor domain
Q07001	PF02931	1	0	0	1	36	16	11	9	222	2.77777777777778		Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain
Q07020	PF17135	3	2	1	0	28	12	11	5	187	10.7142857142857	Ribos_L15p_L18e	Ribosomal_L18	Ribosomal protein 60S L18 and 50S L18e
Q07021	PF02330	8	6	1	1	31	13	14	4	194	25.8064516129032		MAM33	Mitochondrial glycoprotein
Q07617	PF13877	1	0	1	0	13	6	4	3	93	7.69230769230769		RPAP3_C	Potential Monad-binding region of RPAP3
Q07666	PF16274	1	1	0	0	8	4	2	2	52	12.5		Qua1	Qua1 domain
Q5VWX1	PF16274	1	1	0	0	7	5	0	2	53	14.2857142857143		Qua1	Qua1 domain
Q07820	PF00452	1	1	0	0	12	6	6	0	100	8.33333333333333	BCLiA	Bcl-2	Apoptosis regulator proteins, Bcl-2 family
Q07912	PF11555	4	2	1	1	17	11	5	1	67	23.5294117647059		Inhibitor_Mig-6	EGFR receptor inhibitor Mig-6
Q9UJM3	PF11555	5	4	0	1	14	10	2	2	57	35.7142857142857		Inhibitor_Mig-6	EGFR receptor inhibitor Mig-6
Q08211	PF07717	2	2	0	0	16	8	5	3	84	12.5	OB	OB_NTP_bind	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q7L2E3	PF07717	1	1	0	0	18	8	7	3	91	5.55555555555556	OB	OB_NTP_bind	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q9H5Z1	PF07717	1	0	1	0	15	5	4	6	80	6.66666666666667	OB	OB_NTP_bind	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q08257	PF13602	1	1	0	0	19	10	5	4	136	5.26315789473684	NADP_Rossmann	ADH_zinc_N_2	Zinc-binding dehydrogenase
Q08357	PF01384	14	11	0	3	105	52	38	15	614	13.3333333333333		PHO4	Phosphate transporter family
Q8WUM9	PF01384	12	9	0	3	107	63	30	14	627	11.214953271028		PHO4	Phosphate transporter family
Q08379	PF19046	2	1	1	0	4	2	1	1	46	50		GM130_C	GM130 C-terminal binding motif
Q08426	PF00378	2	2	0	0	20	10	9	1	210	10	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q13011	PF00378	2	2	0	0	34	18	11	5	261	5.88235294117647	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q13825	PF00378	1	1	0	0	25	14	7	4	256	4	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q8N8U2	PF00378	1	1	0	0	45	28	12	5	248	2.22222222222222	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q9NTX5	PF00378	2	1	1	0	31	17	13	1	234	6.45161290322581	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q9Y6F7	PF00378	1	0	1	0	37	18	15	4	252	2.7027027027027	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q9Y6F8	PF00378	1	0	1	0	37	18	15	4	252	2.7027027027027	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
Q08431	PF00754	1	1	0	0	49	23	15	11	278	2.04081632653061	GBD	F5_F8_type_C	F5/8 type C domain
Q8IUX7	PF00754	1	1	0	0	28	8	15	5	139	3.57142857142857	GBD	F5_F8_type_C	F5/8 type C domain
Q08495	PF02209	2	2	0	0	4	4	0	0	36	50		VHP	Villin headpiece domain
Q08945	PF03531	1	0	1	0	10	4	5	1	65	10	PH	SSrecog	Structure-specific recognition protein (SSRP1)
Q08945	PF08512	1	1	0	0	20	7	8	5	89	5	PH	Rtt106	Histone chaperone Rttp106-like
Q08945	PF17292	1	0	1	0	13	5	4	4	95	7.69230769230769	PH	POB3_N	POB3-like N-terminal PH domain
Q08AF3	PF09848	1	0	1	0	19	6	8	5	141	5.26315789473684	P-loop_NTPase	DUF2075	Uncharacterized conserved protein (DUF2075)
Q68D06	PF09848	1	0	1	0	18	5	8	5	156	5.55555555555556	P-loop_NTPase	DUF2075	Uncharacterized conserved protein (DUF2075)
Q7Z7L1	PF09848	1	0	1	0	14	5	6	3	123	7.14285714285714	P-loop_NTPase	DUF2075	Uncharacterized conserved protein (DUF2075)
Q08AI6	PF01490	1	0	1	0	66	26	28	12	364	1.51515151515152	APC	Aa_trans	Transmembrane amino acid transporter protein
Q99624	PF01490	1	0	1	0	77	32	25	20	428	1.2987012987013	APC	Aa_trans	Transmembrane amino acid transporter protein
Q08E93	PF15832	1	0	1	0	18	0	17	1	91	5.55555555555556		FAM27	FAM27 D and E protein family
Q09013	PF08826	1	1	0	0	5	3	2	0	61	20		DMPK_coil	DMPK coiled coil domain like
Q6DT37	PF08826	1	0	1	0	3	2	1	0	58	33.3333333333333		DMPK_coil	DMPK coiled coil domain like
Q09472	PF08214	2	2	0	0	47	21	13	13	307	4.25531914893617	Acetyltrans	HAT_KAT11	Histone acetylation protein
Q92793	PF08214	2	2	0	0	48	22	13	13	308	4.16666666666667	Acetyltrans	HAT_KAT11	Histone acetylation protein
Q0IIM8	PF02893	2	2	0	0	38	21	8	9	210	5.26315789473684	PH	GRAM	GRAM domain
Q66K14	PF02893	3	1	2	0	37	17	13	7	220	8.10810810810811	PH	GRAM	GRAM domain
Q6ZT07	PF02893	2	0	2	0	40	19	14	7	221	5	PH	GRAM	GRAM domain
Q92636	PF02893	1	0	1	0	19	3	8	8	119	5.26315789473684	PH	GRAM	GRAM domain
Q0P651	PF09752	1	1	0	0	72	41	19	12	399	1.38888888888889	AB_hydrolase	DUF2048	Abhydrolase domain containing 18 
Q0P670	PF15670	1	0	0	1	36	23	4	9	258	2.77777777777778		Spem1	Spermatid maturation protein 1
Q8N4L4	PF15670	1	0	1	0	24	13	7	4	138	4.16666666666667		Spem1	Spermatid maturation protein 1
Q0PNE2	PF09807	1	0	1	0	30	15	9	6	250	3.33333333333333	P-loop_NTPase	ELP6	Elongation complex protein 6
Q0VDD7	PF15710	7	5	1	1	99	64	32	3	668	7.07070707070707		DUF4671	Domain of unknown function (DUF4671)
Q0VDD8	PF12781	2	0	2	0	36	18	14	4	196	5.55555555555556	P-loop_NTPase	AAA_9	ATP-binding dynein motor region
Q14204	PF12781	3	1	2	0	32	15	14	3	221	9.375	P-loop_NTPase	AAA_9	ATP-binding dynein motor region
Q96JB1	PF12781	1	0	1	0	35	10	21	4	222	2.85714285714286	P-loop_NTPase	AAA_9	ATP-binding dynein motor region
Q0VDD8	PF17852	1	0	1	0	26	12	10	4	186	3.84615384615385		Dynein_AAA_lid	Dynein heavy chain AAA lid domain
Q14204	PF17852	1	0	0	1	22	9	6	7	128	4.54545454545455		Dynein_AAA_lid	Dynein heavy chain AAA lid domain
Q0VDG4	PF03577	1	0	1	0	25	8	9	8	195	4	NTN	Peptidase_C69	Peptidase family C69
Q0VF49	PF15709	1	0	0	1	66	32	23	11	514	1.51515151515152		DUF4670	Domain of unknown function (DUF4670)
Q0VFZ6	PF13868	1	0	1	0	21	7	6	8	347	4.76190476190476		TPH	Trichohyalin-plectin-homology domain
Q8NEH6	PF13868	1	0	1	0	16	2	4	10	352	6.25		TPH	Trichohyalin-plectin-homology domain
Q9UL16	PF13868	1	0	1	0	12	4	6	2	349	8.33333333333333		TPH	Trichohyalin-plectin-homology domain
Q0VG06	PF15146	2	2	0	0	76	42	29	5	433	2.63157894736842		FANCAA	Fanconi anemia-associated 
Q10471	PF00652	1	1	0	0	15	9	5	1	118	6.66666666666667	Trefoil	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
Q68DQ2	PF00652	1	0	1	0	27	9	11	7	128	3.7037037037037	Trefoil	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
Q8IXK2	PF00652	1	1	0	0	18	7	6	5	130	5.55555555555556	Trefoil	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
Q8N3T1	PF00652	1	1	0	0	11	6	3	2	124	9.09090909090909	Trefoil	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
Q96FL9	PF00652	1	1	0	0	18	9	8	1	128	5.55555555555556	Trefoil	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
Q10570	PF03178	1	0	1	0	49	20	19	10	337	2.04081632653061	Beta_propeller	CPSF_A	CPSF A subunit region
Q16531	PF03178	1	0	0	1	48	19	19	10	312	2.08333333333333	Beta_propeller	CPSF_A	CPSF A subunit region
Q10570	PF10433	3	3	0	0	98	42	38	18	595	3.06122448979592		MMS1_N	Mono-functional DNA-alkylating methyl methanesulfonate N-term
Q15393	PF10433	1	1	0	0	77	30	30	17	517	1.2987012987013		MMS1_N	Mono-functional DNA-alkylating methyl methanesulfonate N-term
Q12768	PF10266	1	1	0	0	169	65	56	48	1081	0.591715976331361		Strumpellin	Hereditary spastic paraplegia protein strumpellin
Q12769	PF11715	1	1	0	0	91	43	29	19	516	1.0989010989011	Beta_propeller	Nup160	Nucleoporin Nup120/160
Q12778	PF16675	1	1	0	0	18	10	4	4	82	5.55555555555556		FOXO_KIX_bdg	KIX-binding domain of forkhead box O, CR2
Q12791	PF03493	1	1	0	0	17	9	4	4	96	5.88235294117647	TrkA_C	BK_channel_a	Calcium-activated BK potassium channel alpha subunit
Q12800	PF18016	1	1	0	0	10	2	8	0	64	10	SAM	SAM_3	SAM domain (Sterile alpha motif)
Q12929	PF18016	2	0	0	2	13	5	6	2	63	15.3846153846154	SAM	SAM_3	SAM domain (Sterile alpha motif)
Q8TE67	PF18016	2	1	1	0	12	7	5	0	64	16.6666666666667	SAM	SAM_3	SAM domain (Sterile alpha motif)
Q8TE68	PF18016	3	2	0	1	12	8	3	1	64	25	SAM	SAM_3	SAM domain (Sterile alpha motif)
Q12802	PF10522	1	1	0	0	1	1	0	0	19	100		RII_binding_1	RII binding domain
Q12872	PF09750	1	1	0	0	18	6	3	9	123	5.55555555555556		DRY_EERY	Alternative splicing regulator  
Q8N2M8	PF09750	2	1	1	0	21	8	5	8	131	9.52380952380952		DRY_EERY	Alternative splicing regulator  
Q12873	PF08073	2	2	0	0	9	4	3	2	54	22.2222222222222	HMG-box	CHDNT	CHDNT (NUC034) domain
Q12873	PF08074	2	1	0	1	8	4	1	3	127	25		CHDCT2	CHDCT2 (NUC038) domain
Q14839	PF08074	1	0	1	0	13	6	2	5	127	7.69230769230769		CHDCT2	CHDCT2 (NUC038) domain
Q12874	PF11931	4	1	2	1	24	7	7	10	178	16.6666666666667	C2H2-zf	DUF3449	Domain of unknown function (DUF3449)
Q12874	PF13297	4	3	1	0	12	9	3	0	60	33.3333333333333		Telomere_Sde2_2	Telomere stability C-terminal
Q12879	PF10565	1	1	0	0	136	86	26	24	626	0.735294117647059		NMDAR2_C	N-methyl D-aspartate receptor 2B3 C-terminus
Q13224	PF10565	3	3	0	0	132	77	30	25	645	2.27272727272727		NMDAR2_C	N-methyl D-aspartate receptor 2B3 C-terminus
Q12888	PF09038	3	2	0	1	21	9	3	9	122	14.2857142857143	Tudor	53-BP1_Tudor	Tumour suppressor p53-binding protein-1 Tudor
Q12894	PF04836	1	0	0	1	4	1	2	1	54	25		IFRD_C	Interferon-related protein conserved region
Q12899	PF00643	1	0	0	1	4	1	1	2	42	25		zf-B_box	B-box zinc finger
Q9C026	PF00643	1	0	0	1	8	4	2	2	43	12.5		zf-B_box	B-box zinc finger
Q9UPQ4	PF00643	1	1	0	0	3	3	0	0	42	33.3333333333333		zf-B_box	B-box zinc finger
Q12904	PF01588	2	2	0	0	9	6	2	1	94	22.2222222222222	OB	tRNA_bind	Putative tRNA binding domain
Q12906	PF07528	2	1	1	0	25	11	12	2	249	8	NTP_transf	DZF	DZF domain
Q96KR1	PF07528	2	1	1	0	32	21	10	1	249	6.25	NTP_transf	DZF	DZF domain
Q12907	PF03388	1	0	0	1	42	17	16	9	227	2.38095238095238	Concanavalin	Lectin_leg-like	Legume-like lectin family
Q12912	PF05781	8	7	1	0	97	64	29	4	533	8.24742268041237		MRVI1	MRVI1 protein
Q9Y6F6	PF05781	7	7	0	0	89	57	24	8	587	7.86516853932584		MRVI1	MRVI1 protein
Q12923	PF16599	5	4	1	0	60	42	14	4	191	8.33333333333333		PTN13_u3	Unstructured linker region on PTN13 protein between PDZ
Q12955	PF17809	1	1	0	0	19	7	8	4	131	5.26315789473684		UPA_2	UPA domain
Q12959	PF10608	4	2	1	1	23	8	10	5	118	17.3913043478261		MAGUK_N_PEST	Polyubiquitination (PEST) N-terminal domain of MAGUK
Q15700	PF10608	2	1	0	1	16	6	5	5	84	12.5		MAGUK_N_PEST	Polyubiquitination (PEST) N-terminal domain of MAGUK
Q12962	PF03540	1	1	0	0	7	3	2	2	50	14.2857142857143	Histone	TFIID_30kDa	Transcription initiation factor TFIID 23-30kDa subunit
Q12980	PF03666	1	1	0	0	53	31	13	9	368	1.88679245283019	NPR	NPR3	Nitrogen Permease regulator of amino acid transport activity 3
Q12982	PF12496	3	1	1	1	19	9	6	4	115	15.7894736842105		BNIP2	Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2
Q8WUY3	PF12496	1	1	0	0	21	10	6	5	117	4.76190476190476		BNIP2	Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2
Q13015	PF15017	1	1	0	0	15	8	4	3	73	6.66666666666667		WRNPLPNID	Putative WW-binding domain and destruction box 
Q9ULX3	PF15017	3	2	1	0	6	5	1	0	61	50		WRNPLPNID	Putative WW-binding domain and destruction box 
Q13043	PF11629	2	1	0	1	5	2	1	2	48	40		Mst1_SARAH	C terminal SARAH domain of Mst1
Q13188	PF11629	1	1	0	0	3	1	1	1	48	33.3333333333333		Mst1_SARAH	C terminal SARAH domain of Mst1
Q13061	PF05279	1	1	0	0	33	14	16	3	228	3.03030303030303		Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region
Q13085	PF08326	7	4	3	0	116	48	43	25	751	6.03448275862069		ACC_central	Acetyl-CoA carboxylase, central region
Q13098	PF10602	2	1	1	0	30	14	8	8	183	6.66666666666667	TPR	RPN7	26S proteasome subunit RPN7
Q13103	PF07448	1	1	0	0	13	6	5	2	64	7.69230769230769	Cystatin	Spp-24	Secreted phosphoprotein 24 (Spp-24) cystatin-like domain
Q13111	PF11600	1	0	1	0	7	2	5	0	160	14.2857142857143		CAF-1_p150	Chromatin assembly factor 1 complex p150 subunit, N-terminal
Q13111	PF15539	15	10	5	0	43	24	15	4	290	34.8837209302326		CAF1-p150_C2	CAF1 complex subunit p150, region binding to CAF1-p60 at C-term
Q13111	PF15557	9	8	1	0	30	20	10	0	226	30		CAF1-p150_N	CAF1 complex subunit p150, region binding to PCNA
Q13112	PF15512	16	8	8	0	44	20	24	0	175	36.3636363636364		CAF-1_p60_C	Chromatin assembly factor complex 1 subunit p60, C-terminal
Q13123	PF07807	6	2	1	3	15	5	4	6	110	40		RED_C	RED-like protein C-terminal region
Q13137	PF17751	1	0	0	1	19	3	7	9	103	5.26315789473684	E-set	SKICH	SKICH domain
Q15735	PF17751	1	0	0	1	17	6	4	7	99	5.88235294117647	E-set	SKICH	SKICH domain
Q13155	PF16780	1	0	0	1	7	2	1	4	49	14.2857142857143		AIMP2_LysRS_bd	AIMP2 lysyl-tRNA synthetase binding domain
Q13158	PF01335	1	1	0	0	12	10	2	0	82	8.33333333333333	Death	DED	Death effector domain
Q15121	PF01335	2	1	0	1	18	8	7	3	82	11.1111111111111	Death	DED	Death effector domain
Q13200	PF17781	3	1	0	2	37	16	10	11	299	8.10810810810811		RPN1_RPN2_N	RPN1/RPN2 N-terminal domain
Q13227	PF15991	1	1	0	0	42	19	16	7	290	2.38095238095238		G_path_suppress	G-protein pathway suppressor
Q13228	PF05694	2	2	0	0	68	32	19	17	467	2.94117647058823	Beta_propeller	SBP56	56kDa selenium binding protein (SBP56)
Q13257	PF02301	1	1	0	0	36	16	14	6	181	2.77777777777778	Mad2	HORMA	HORMA domain
Q13268	PF13561	1	1	0	0	33	21	7	5	235	3.03030303030303	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q16698	PF13561	2	0	2	0	39	17	19	3	240	5.12820512820513	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q7Z4W1	PF13561	3	1	2	0	31	15	15	1	229	9.67741935483871	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q92506	PF13561	1	0	1	0	33	17	14	2	243	3.03030303030303	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q9BUT1	PF13561	2	1	1	0	31	14	12	5	232	6.45161290322581	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q9BY49	PF13561	1	0	0	1	39	23	11	5	242	2.56410256410256	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q9NUI1	PF13561	2	2	0	0	34	16	15	3	239	5.88235294117647	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase
Q13283	PF02136	2	1	0	1	18	6	5	7	123	11.1111111111111	NTF2	NTF2	Nuclear transport factor 2 (NTF2) domain
Q9UN86	PF02136	1	0	0	1	21	9	4	8	123	4.76190476190476	NTF2	NTF2	Nuclear transport factor 2 (NTF2) domain
Q13287	PF07292	1	1	0	0	26	10	11	5	177	3.84615384615385		NID	Nmi/IFP 35 domain (NID)
Q13315	PF11640	2	2	0	0	23	12	5	6	158	8.69565217391304		TAN	Telomere-length maintenance and DNA damage repair
Q13322	PF08947	2	2	0	0	8	6	2	0	47	25		BPS	BPS (Between PH and SH2) 
Q14449	PF08947	2	2	0	0	8	6	2	0	48	25		BPS	BPS (Between PH and SH2) 
Q14451	PF08947	2	2	0	0	7	5	2	0	48	28.5714285714286		BPS	BPS (Between PH and SH2) 
Q13326	PF04790	2	2	0	0	37	20	12	5	255	5.40540540540541		Sarcoglycan_1	Sarcoglycan complex subunit protein
Q16585	PF04790	1	0	1	0	44	22	19	3	250	2.27272727272727		Sarcoglycan_1	Sarcoglycan complex subunit protein
Q92629	PF04790	1	0	1	0	33	11	16	6	256	3.03030303030303		Sarcoglycan_1	Sarcoglycan complex subunit protein
Q96LD1	PF04790	1	1	0	0	45	23	17	5	262	2.22222222222222		Sarcoglycan_1	Sarcoglycan complex subunit protein
Q13330	PF01448	1	0	1	0	6	2	3	1	53	16.6666666666667		ELM2	ELM2 domain
Q8IZ40	PF01448	1	1	0	0	8	4	1	3	53	12.5		ELM2	ELM2 domain
Q9P2K3	PF01448	1	1	0	0	8	2	2	4	52	12.5		ELM2	ELM2 domain
Q9UKL0	PF01448	2	2	0	0	5	3	0	2	54	40		ELM2	ELM2 domain
Q13352	PF06729	2	1	0	1	30	18	11	1	138	6.66666666666667		CENP-R	Kinetochore component, CENP-R
Q13361	PF05507	1	0	1	0	23	8	13	2	136	4.34782608695652		MAGP	Microfibril-associated glycoprotein (MAGP)
Q13362	PF01603	1	0	1	0	49	19	14	16	411	2.04081632653061	TPR	B56	Protein phosphatase 2A regulatory B subunit (B56 family)
Q14738	PF01603	2	1	1	0	52	23	13	16	411	3.84615384615385	TPR	B56	Protein phosphatase 2A regulatory B subunit (B56 family)
Q15173	PF01603	2	0	2	0	47	20	13	14	406	4.25531914893617	TPR	B56	Protein phosphatase 2A regulatory B subunit (B56 family)
Q13363	PF02826	1	1	0	0	19	8	8	3	185	5.26315789473684	NADP_Rossmann	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Q9UBQ7	PF02826	1	0	1	0	25	9	13	3	180	4	NADP_Rossmann	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Q13371	PF02114	2	2	0	0	31	18	9	4	265	6.45161290322581	Thioredoxin	Phosducin	Phosducin
Q8N4E4	PF02114	1	1	0	0	25	12	8	5	228	4	Thioredoxin	Phosducin	Phosducin
Q9H2J4	PF02114	4	2	2	0	27	11	10	6	229	14.8148148148148	Thioredoxin	Phosducin	Phosducin
Q13409	PF11540	1	0	1	0	6	0	5	1	31	16.6666666666667		Dynein_IC2	Cytoplasmic dynein 1 intermediate chain 2
Q13415	PF09079	1	1	0	0	13	7	3	3	80	7.69230769230769	HTH	Cdc6_C	CDC6, C terminal winged helix domain
Q13416	PF04084	4	3	1	0	59	30	18	11	311	6.77966101694915		ORC2	Origin recognition complex subunit 2 
Q13421	PF06060	2	2	0	0	83	43	29	11	629	2.40963855421687		Mesothelin	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)
Q13423	PF01262	1	0	0	1	30	12	13	5	235	3.33333333333333	NADP_Rossmann	AlaDh_PNT_C	Alanine dehydrogenase/PNT, C-terminal domain
Q13423	PF02233	1	1	0	0	68	26	28	14	460	1.47058823529412	FAD_DHS	PNTB	NAD(P) transhydrogenase beta subunit
Q13424	PF18012	1	0	1	0	11	6	3	2	59	9.09090909090909	PH	PH_17	PH domain
Q13425	PF18012	1	1	0	0	10	5	5	0	59	10	PH	PH_17	PH domain
Q13426	PF06632	12	9	3	0	58	34	18	6	334	20.6896551724138		XRCC4	DNA double-strand break repair and V(D)J recombination protein XRCC4
Q13428	PF03546	31	21	10	0	149	105	44	0	768	20.8053691275168		Treacle	Treacher Collins syndrome protein Treacle
Q13433	PF02535	3	2	1	0	63	35	14	14	435	4.76190476190476	DMT	Zip	ZIP Zinc transporter
Q15043	PF02535	1	1	0	0	51	28	11	12	333	1.96078431372549	DMT	Zip	ZIP Zinc transporter
Q6P5W5	PF02535	1	1	0	0	43	21	15	7	315	2.32558139534884	DMT	Zip	ZIP Zinc transporter
Q92504	PF02535	4	3	1	0	45	26	16	3	335	8.88888888888889	DMT	Zip	ZIP Zinc transporter
Q9BRY0	PF02535	5	3	1	1	42	25	13	4	306	11.9047619047619	DMT	Zip	ZIP Zinc transporter
Q9C0K1	PF02535	1	1	0	0	48	19	21	8	326	2.08333333333333	DMT	Zip	ZIP Zinc transporter
Q9NY26	PF02535	1	1	0	0	33	19	11	3	294	3.03030303030303	DMT	Zip	ZIP Zinc transporter
Q9ULF5	PF02535	11	5	5	1	52	26	18	8	416	21.1538461538462	DMT	Zip	ZIP Zinc transporter
Q13435	PF04037	2	0	0	2	12	2	6	4	127	16.6666666666667		DUF382	Domain of unknown function (DUF382) 
Q13435	PF04046	1	1	0	0	6	4	0	2	51	16.6666666666667		PSP	PSP
Q6NZY4	PF04046	1	1	0	0	6	3	1	2	49	16.6666666666667		PSP	PSP
Q13443	PF08516	1	0	0	1	14	5	3	6	115	7.14285714285714		ADAM_CR	ADAM cysteine-rich
Q13454	PF04756	1	0	1	0	44	22	10	12	289	2.27272727272727	Thioredoxin	OST3_OST6	OST3 / OST6 family, transporter family
Q13464	PF08912	2	0	1	1	7	1	5	1	67	28.5714285714286		Rho_Binding	Rho Binding
Q13472	PF01751	1	0	1	0	15	6	5	4	146	6.66666666666667	Toprim-like	Toprim	Toprim domain
Q13487	PF11035	2	0	2	0	47	25	18	4	331	4.25531914893617		SnAPC_2_like	Small nuclear RNA activating complex subunit 2, SNAP190 Myb
Q13488	PF01496	4	3	1	0	89	42	32	15	799	4.49438202247191		V_ATPase_I	V-type ATPase 116kDa subunit family  
Q93050	PF01496	2	0	2	0	115	45	45	25	801	1.73913043478261		V_ATPase_I	V-type ATPase 116kDa subunit family  
Q9HBG4	PF01496	2	2	0	0	117	52	41	24	804	1.70940170940171		V_ATPase_I	V-type ATPase 116kDa subunit family  
Q9Y487	PF01496	2	2	0	0	118	52	35	31	816	1.69491525423729		V_ATPase_I	V-type ATPase 116kDa subunit family  
Q13492	PF07651	1	0	1	0	44	17	17	10	264	2.27272727272727	ENTH_VHS	ANTH	ANTH domain
Q13501	PF00564	2	2	0	0	10	6	1	3	82	20	Ubiquitin	PB1	PB1 domain
Q92734	PF00564	1	1	0	0	11	5	4	2	84	9.09090909090909	Ubiquitin	PB1	PB1 domain
Q13501	PF16577	3	1	0	2	11	5	3	3	62	27.2727272727273	UBA	UBA_5	UBA domain
Q13505	PF10568	2	1	0	1	22	8	9	5	122	9.09090909090909	Thioredoxin	Tom37	Outer mitochondrial membrane transport complex protein
Q13506	PF04902	3	3	0	0	27	19	4	4	165	11.1111111111111		Nab1	Conserved region in Nab1
Q13510	PF02275	1	0	1	0	45	12	23	10	246	2.22222222222222	NTN	CBAH	Linear amide C-N hydrolases, choloylglycine hydrolase family
Q13522	PF05395	2	1	1	0	31	14	17	0	164	6.45161290322581		DARPP-32	Protein phosphatase inhibitor 1/DARPP-32
Q9UD71	PF05395	4	4	0	0	23	17	4	2	180	17.3913043478261		DARPP-32	Protein phosphatase inhibitor 1/DARPP-32
Q13526	PF00639	3	3	0	0	20	14	5	1	105	15	FKBP	Rotamase	PPIC-type PPIASE domain
Q13530	PF03348	1	1	0	0	102	53	29	20	456	0.980392156862745		Serinc	Serine incorporator (Serinc)
Q86VE9	PF03348	1	0	0	1	72	31	23	18	410	1.38888888888889		Serinc	Serine incorporator (Serinc)
Q9NRX5	PF03348	4	2	2	0	86	42	25	19	436	4.65116279069768		Serinc	Serine incorporator (Serinc)
Q13535	PF08064	1	1	0	0	13	9	3	1	102	7.69230769230769		UME	UME (NUC010) domain
Q13554	PF08332	1	0	0	1	17	5	8	4	128	5.88235294117647	NTF2	CaMKII_AD	Calcium/calmodulin dependent protein kinase II association domain
Q13557	PF08332	1	1	0	0	17	6	7	4	128	5.88235294117647	NTF2	CaMKII_AD	Calcium/calmodulin dependent protein kinase II association domain
Q9UQM7	PF08332	1	1	0	0	19	7	8	4	128	5.26315789473684	NTF2	CaMKII_AD	Calcium/calmodulin dependent protein kinase II association domain
Q13561	PF04912	6	2	2	2	64	22	35	7	384	9.375		Dynamitin	Dynamitin 
Q13563	PF08016	1	1	0	0	71	26	26	19	421	1.40845070422535	Ion_channel	PKD_channel	Polycystin cation channel
