STY_count	#Psites_pfam	perc_phos_indomain	Phos_contribution_fromallproteins_toproteome_92453	Pfam_ID	#Proteins	avgDomain_length	avgSTY_count	#avgPsites_pfam	avg_perc_phos_indomain	avg_#pS	avg_#pT	avg_#pY	avg_countS	avg_countT	avg_countY	Pfam_desc	Pfam_short
12	3	25.0	0.0032448919991779606	PF13894	3	24	4	1.0	25.0	0.67	0.33	0.0	2	1	0	C2H2-type zinc finger	zf-C2H2_4
522	14	2.681992337164751	0.01514282932949715	PF13895	12	198	44	1.17	2.659	0.83	0.33	0.0	23	13	8	Immunoglobulin domain	Ig_2
165	5	3.0303030303030303	0.005408153331963267	PF13898	3	327	55	1.67	3.036	1.67	0.0	0.0	28	18	9	Domain of unknown function (DUF4205)	DUF4205
33	2	6.0606060606060606	0.0021632613327853068	PF13901	1	202	33	2.0	6.061	2.0	0.0	0.0	18	3	12	Putative zinc-RING and/or ribbon	zf-RING_9
15	1	6.666666666666667	0.0010816306663926534	PF13902	1	137	15	1.0	6.667	1.0	0.0	0.0	6	5	4	R3H-associated N-terminal domain	R3H-assoc
8	1	12.5	0.0010816306663926534	PF13906	1	51	8	1.0	12.5	0.0	0.0	1.0	4	1	3	C-terminus of AA_permease	AA_permease_C
11	1	9.090909090909092	0.0010816306663926534	PF13907	1	96	11	1.0	9.091	1.0	0.0	0.0	4	5	2	Domain of unknown function (DUF4208)	DUF4208
70	3	4.285714285714286	0.0032448919991779606	PF13908	2	179	35	1.5	4.286	0.5	1.0	0.0	10	12	13	Wnt and FGF inhibitory regulator	Shisa
22	4	18.181818181818183	0.0043265226655706136	PF13909	4	25	6	1.0	16.667	0.5	0.5	0.0	3	1	2	C2H2-type zinc-finger domain	zf-H2C2_5
52	6	11.538461538461538	0.006489783998355921	PF13912	6	52	9	1.0	11.111	0.0	1.0	0.0	4	3	2	C2H2-type zinc finger	zf-C2H2_6
51	7	13.725490196078432	0.007571414664748575	PF13914	2	128	26	3.5	13.462	2.0	1.0	0.5	12	10	4	Phostensin PP1-binding and SH3-binding region	Phostensin
65	2	3.076923076923077	0.0021632613327853068	PF13918	2	178	32	1.0	3.125	0.5	0.5	0.0	16	8	8	PLD-like domain	PLDc_3
15	1	6.666666666666667	0.0010816306663926534	PF13919	1	125	15	1.0	6.667	0.0	1.0	0.0	6	7	2	Asx homology domain	ASXH
35	5	14.285714285714285	0.005408153331963267	PF13920	5	65	7	1.0	14.286	0.8	0.0	0.2	3	3	1	Zinc finger, C3HC4 type (RING finger)	zf-C3HC4_3
20	3	15.0	0.0032448919991779606	PF13921	2	60	10	1.5	15.0	1.0	0.5	0.0	6	2	1	Myb-like DNA-binding domain	Myb_DNA-bind_6
714	17	2.380952380952381	0.01838772132867511	PF13927	14	267	51	1.21	2.373	0.71	0.29	0.21	24	19	9	Immunoglobulin domain	Ig_3
24	7	29.166666666666668	0.007571414664748575	PF13931	1	138	24	7.0	29.167	1.0	4.0	2.0	10	11	3	Kinesin-associated microtubule-binding	Microtub_bind
42	1	2.380952380952381	0.0010816306663926534	PF13932	1	221	42	1.0	2.381	0.0	0.0	1.0	22	12	8	GidA associated domain	GIDA_assoc
80	5	6.25	0.005408153331963267	PF13949	2	288	40	2.5	6.25	2.0	0.5	0.0	18	16	6	ALIX V-shaped domain binding to HIV 	ALIX_LYPXL_bnd
116	2	1.7241379310344827	0.0021632613327853068	PF13965	1	664	116	2.0	1.724	2.0	0.0	0.0	46	31	39	dsRNA-gated channel SID-1	SID-1_RNA_chan
57	6	10.526315789473683	0.006489783998355921	PF13967	2	146	28	3.0	10.714	2.5	0.5	0.0	14	8	6	Late exocytosis, associated with Golgi transport 	RSN1_TM
53	5	9.433962264150944	0.005408153331963267	PF14048	5	92	11	1.0	9.091	0.0	1.0	0.0	7	4	0	C-terminal domain of methyl-CpG binding protein 2 and 3	MBD_C
19	2	10.526315789473683	0.0021632613327853068	PF14061	2	48	10	1.0	10.0	0.5	0.5	0.0	3	4	3	Polycomb-like MTF2 factor 2	Mtf2_C
21	1	4.761904761904762	0.0010816306663926534	PF14073	1	178	21	1.0	4.762	1.0	0.0	0.0	9	9	3	Centrosome localisation domain of Cep57	Cep57_CLD
34	3	8.823529411764707	0.0032448919991779606	PF14075	2	218	17	1.5	8.824	1.5	0.0	0.0	8	5	4	Ubinuclein conserved middle domain	UBN_AB
9	1	11.11111111111111	0.0010816306663926534	PF14138	1	73	9	1.0	11.111	0.0	0.0	1.0	6	0	3	Cytochrome c oxidase assembly protein COX16	COX16
62	7	11.29032258064516	0.007571414664748575	PF14160	3	109	21	2.33	11.095	2.33	0.0	0.0	15	3	3	Centrosome-associated C terminus	FAM110_C
36	4	11.11111111111111	0.0043265226655706136	PF14161	3	103	12	1.33	11.083	1.0	0.33	0.0	6	4	2	Centrosome-associated N terminus	FAM110_N
20	2	10.0	0.0021632613327853068	PF14186	1	146	20	2.0	10.0	1.0	1.0	0.0	4	11	5	Cytoskeletal adhesion	Aida_C2
10	4	40.0	0.0043265226655706136	PF14204	1	92	10	4.0	40.0	2.0	1.0	1.0	3	1	6	Ribosomal L18 C-terminal region	Ribosomal_L18_c
65	2	3.076923076923077	0.0021632613327853068	PF14222	1	533	65	2.0	3.077	0.0	2.0	0.0	29	25	11	Cell morphogenesis N-terminal	MOR2-PAG1_N
81	1	1.2345679012345678	0.0010816306663926534	PF14228	1	499	81	1.0	1.235	1.0	0.0	0.0	39	25	17	Cell morphogenesis central region	MOR2-PAG1_mid
72	4	5.555555555555555	0.0043265226655706136	PF14291	2	234	36	2.0	5.556	1.0	1.0	0.0	18	14	5	Domain of unknown function (DUF4371)	DUF4371
59	3	5.084745762711865	0.0032448919991779606	PF14324	2	150	30	1.5	5.0	0.0	1.0	0.5	13	10	6	PINIT domain	PINIT
16	6	37.5	0.006489783998355921	PF14327	2	80	8	3.0	37.5	2.0	0.0	1.0	5	1	2	Hinge domain of cleavage stimulation factor subunit 2	CSTF2_hinge
17	2	11.76470588235294	0.0021632613327853068	PF14370	2	71	8	1.0	12.5	0.0	0.0	1.0	2	4	2	C-terminal topoisomerase domain	Topo_C_assoc
8	2	25.0	0.0021632613327853068	PF14374	1	75	8	2.0	25.0	1.0	0.0	1.0	3	3	2	60S ribosomal protein L4 C-terminal domain	Ribos_L4_asso_C
8	1	12.5	0.0010816306663926534	PF14382	1	36	8	1.0	12.5	1.0	0.0	0.0	4	2	2	Exosome complex exonuclease RRP4 N-terminal region	ECR1_N
43	2	4.651162790697675	0.0021632613327853068	PF14396	1	211	43	2.0	4.651	1.0	1.0	0.0	24	17	2	Cystic fibrosis TM conductance regulator (CFTR), regulator domain	CFTR_R
114	3	2.631578947368421	0.0032448919991779606	PF14429	3	192	38	1.0	2.632	0.33	0.67	0.0	16	14	8	C2 domain in Dock180 and Zizimin proteins	DOCK-C2
27	2	7.4074074074074066	0.0021632613327853068	PF14438	2	77	14	1.0	7.143	0.0	0.0	1.0	8	4	2	Ataxin 2 SM domain	SM-ATX
12	1	8.333333333333332	0.0010816306663926534	PF14443	1	118	12	1.0	8.333	0.0	1.0	0.0	3	7	2	DBC1	DBC1
22	1	4.545454545454546	0.0010816306663926534	PF14473	1	130	22	1.0	4.545	1.0	0.0	0.0	8	9	5	RD3 protein	RD3
3	1	33.33333333333333	0.0010816306663926534	PF14492	1	68	3	1.0	33.333	1.0	0.0	0.0	3	0	0	Elongation Factor G, domain III	EFG_III
74	10	13.513513513513514	0.010816306663926535	PF14497	5	103	15	2.0	13.333	1.0	0.2	0.8	7	4	4	Glutathione S-transferase, C-terminal domain	GST_C_3
80	4	5.0	0.0043265226655706136	PF14513	3	143	27	1.33	4.926	0.33	0.33	0.67	13	8	6	Diacylglycerol kinase N-terminus	DAG_kinase_N
19	6	31.57894736842105	0.006489783998355921	PF14523	1	102	19	6.0	31.579	3.0	3.0	0.0	7	10	2	Syntaxin-like protein	Syntaxin_2
20	1	5.0	0.0010816306663926534	PF14533	1	212	20	1.0	5.0	1.0	0.0	0.0	8	6	6	Ubiquitin-specific protease C-terminal	USP7_C2
11	2	18.181818181818183	0.0021632613327853068	PF14551	1	131	11	2.0	18.182	2.0	0.0	0.0	3	0	8	MCM N-terminal domain	MCM_N
13	2	15.384615384615385	0.0021632613327853068	PF14555	2	42	6	1.0	16.667	1.0	0.0	0.0	3	4	0	UBA-like domain	UBA_4
11	1	9.090909090909092	0.0010816306663926534	PF14559	1	134	11	1.0	9.091	0.0	1.0	0.0	0	3	8	Tetratricopeptide repeat	TPR_19
31	3	9.67741935483871	0.0032448919991779606	PF14560	2	83	16	1.5	9.375	1.0	0.5	0.0	9	3	4	Ubiquitin-like domain	Ubiquitin_2
98	9	9.183673469387756	0.009734675997533882	PF14572	5	143	20	1.8	9.0	1.6	0.2	0.0	10	7	3	Phosphoribosyl synthetase-associated domain	Pribosyl_synth
117	27	23.076923076923077	0.029204027992601647	PF14575	11	76	11	2.45	22.273	0.09	0.18	2.18	4	3	4	Ephrin type-A receptor 2 transmembrane domain	EphA2_TM
156	9	5.769230769230769	0.009734675997533882	PF14580	8	146	20	1.12	5.6	0.88	0.0	0.25	10	6	4	Leucine-rich repeat	LRR_9
11	1	9.090909090909092	0.0010816306663926534	PF14593	1	103	11	1.0	9.091	0.0	1.0	0.0	2	4	5	PH domain	PH_3
24	1	4.166666666666666	0.0010816306663926534	PF14598	1	109	24	1.0	4.167	0.0	0.0	1.0	6	7	11	PAS domain	PAS_11
20	2	10.0	0.0021632613327853068	PF14603	1	89	20	2.0	10.0	1.0	1.0	0.0	5	8	7	Helically-extended SH3 domain	hSH3
152	20	13.157894736842104	0.02163261332785307	PF14604	16	70	10	1.25	12.5	0.56	0.0	0.69	4	2	4	Variant SH3 domain	SH3_9
14	2	14.285714285714285	0.0021632613327853068	PF14608	2	56	7	1.0	14.286	0.5	0.0	0.5	0	2	4	RNA-binding, Nab2-type zinc finger	zf-CCCH_2
28	1	3.571428571428571	0.0010816306663926534	PF14617	1	231	28	1.0	3.571	1.0	0.0	0.0	17	8	3	U3-containing 90S pre-ribosomal complex subunit	CMS1
13	8	61.53846153846154	0.008653045331141227	PF14619	2	76	6	4.0	66.667	2.0	1.5	0.5	4	2	1	Snf2-ATP coupling, chromatin remodelling complex	SnAC
31	5	16.129032258064516	0.005408153331963267	PF14621	1	219	31	5.0	16.129	4.0	1.0	0.0	21	10	0	RFX5 DNA-binding domain	RFX5_DNA_bdg
45	2	4.444444444444445	0.0021632613327853068	PF14630	1	255	45	2.0	4.444	1.0	1.0	0.0	16	14	15	Origin recognition complex (ORC) subunit 5 C-terminus	ORC5_C
231	14	6.0606060606060606	0.01514282932949715	PF14631	1	1415	231	14.0	6.061	10.0	4.0	0.0	134	67	30	Fanconi anaemia protein FancD2 nuclease	FancD2
7	6	85.71428571428571	0.006489783998355921	PF14632	1	91	7	6.0	85.714	5.0	1.0	0.0	5	1	1	Acidic N-terminal SPT6	SPT6_acidic
26	5	19.230769230769234	0.005408153331963267	PF14636	1	119	26	5.0	19.231	5.0	0.0	0.0	21	2	3	Folliculin-interacting protein N-terminus	FNIP_N
14	2	14.285714285714285	0.0021632613327853068	PF14639	1	157	14	2.0	14.286	0.0	1.0	1.0	7	5	2	Holliday-junction resolvase-like of SPT6 	YqgF
18	1	5.555555555555555	0.0010816306663926534	PF14641	1	129	18	1.0	5.556	0.0	1.0	0.0	7	5	6	Helix-turn-helix DNA-binding domain of SPT6	HTH_44
349	14	4.011461318051576	0.01514282932949715	PF14642	3	659	116	4.67	4.026	2.0	2.67	0.0	68	42	7	FAM47 family	FAM47
69	2	2.898550724637681	0.0021632613327853068	PF14643	1	469	69	2.0	2.899	1.0	1.0	0.0	31	23	15	Domain of unknown function (DUF4455)	DUF4455
40	3	7.5	0.0032448919991779606	PF14645	2	120	20	1.5	7.5	1.0	0.5	0.0	11	7	2	Chibby family	Chibby
72	1	1.3888888888888888	0.0010816306663926534	PF14646	1	420	72	1.0	1.389	1.0	0.0	0.0	27	33	12	MYCBP-associated protein family	MYCBPAP
50	1	2.0	0.0010816306663926534	PF14647	1	305	50	1.0	2.0	1.0	0.0	0.0	22	8	20	FAM91 N-terminus	FAM91_N
81	5	6.172839506172839	0.005408153331963267	PF14648	1	448	81	5.0	6.173	4.0	1.0	0.0	45	29	7	FAM91 C-terminus	FAM91_C
61	1	1.639344262295082	0.0010816306663926534	PF14650	1	359	61	1.0	1.639	0.0	1.0	0.0	42	17	2	FAM75 family	FAM75
20	4	20.0	0.0043265226655706136	PF14651	1	127	20	4.0	20.0	3.0	1.0	0.0	7	12	1	Lipocalin / cytosolic fatty-acid binding protein family	Lipocalin_7
101	3	2.9702970297029703	0.0032448919991779606	PF14652	1	717	101	3.0	2.97	2.0	1.0	0.0	43	36	22	Domain of unknown function (DUF4457)	DUF4457
64	1	1.5625	0.0010816306663926534	PF14655	1	425	64	1.0	1.562	1.0	0.0	0.0	33	21	10	Rab3 GTPase-activating protein regulatory subunit N-terminus	RAB3GAP2_N
86	3	3.488372093023256	0.0032448919991779606	PF14656	1	602	86	3.0	3.488	2.0	1.0	0.0	48	29	9	Rab3 GTPase-activating protein regulatory subunit C-terminus	RAB3GAP2_C
45	1	2.2222222222222223	0.0010816306663926534	PF14664	1	383	45	1.0	2.222	1.0	0.0	0.0	21	16	8	Rapamycin-insensitive companion of mTOR, N-term	RICTOR_N
28	13	46.42857142857143	0.014061198663104497	PF14665	1	105	28	13.0	46.429	8.0	5.0	0.0	17	11	0	Rapamycin-insensitive companion of mTOR, phosphorylation-site	RICTOR_phospho
13	1	7.6923076923076925	0.0010816306663926534	PF14670	1	72	13	1.0	7.692	1.0	0.0	0.0	6	5	2	Coagulation Factor Xa inhibitory site	FXa_inhibition
25	2	8.0	0.0021632613327853068	PF14676	1	164	25	2.0	8.0	1.0	1.0	0.0	15	7	3	FANCI solenoid 2	FANCI_S2
43	1	2.3255813953488373	0.0010816306663926534	PF14677	1	229	43	1.0	2.326	0.0	1.0	0.0	29	11	3	FANCI solenoid 3	FANCI_S3
45	3	6.666666666666667	0.0032448919991779606	PF14678	1	252	45	3.0	6.667	2.0	1.0	0.0	20	18	7	FANCI solenoid 4	FANCI_S4
41	2	4.878048780487805	0.0021632613327853068	PF14680	1	232	41	2.0	4.878	2.0	0.0	0.0	26	6	9	FANCI helical domain 2	FANCI_HD2
40	1	2.5	0.0010816306663926534	PF14700	1	294	40	1.0	2.5	1.0	0.0	0.0	15	17	8	DNA-directed RNA polymerase N-terminal	RPOL_N
21	1	4.761904761904762	0.0010816306663926534	PF14707	1	135	21	1.0	4.762	1.0	0.0	0.0	12	5	4	C-terminal region of aryl-sulfatase	Sulfatase_C
54	2	3.7037037037037033	0.0021632613327853068	PF14719	2	167	27	1.0	3.704	1.0	0.0	0.0	12	10	4	Phosphotyrosine interaction domain (PTB/PID)	PID_2
23	3	13.043478260869565	0.0032448919991779606	PF14721	1	130	23	3.0	13.043	2.0	1.0	0.0	11	8	4	Apoptosis-inducing factor, mitochondrion-associated, C-term	AIF_C
130	7	5.384615384615385	0.007571414664748575	PF14724	1	765	130	7.0	5.385	3.0	3.0	1.0	68	34	28	Mitochondrial-associated sphingomyelin phosphodiesterase	mit_SMPDase
64	1	1.5625	0.0010816306663926534	PF14727	1	418	64	1.0	1.562	1.0	0.0	0.0	34	18	12	PTHB1 N-terminus	PHTB1_N
11	1	9.090909090909092	0.0010816306663926534	PF14732	1	87	11	1.0	9.091	1.0	0.0	0.0	5	5	1	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	UAE_UbL
27	2	7.4074074074074066	0.0021632613327853068	PF14735	1	234	27	2.0	7.407	1.0	0.0	1.0	12	8	7	HAUS augmin-like complex subunit 4	HAUS4
43	1	2.3255813953488373	0.0010816306663926534	PF14736	1	269	43	1.0	2.326	1.0	0.0	0.0	19	18	6	Protein N-terminal asparagine amidohydrolase	N_Asn_amidohyd
19	1	5.263157894736842	0.0010816306663926534	PF14738	1	153	19	1.0	5.263	1.0	0.0	0.0	7	9	3	Cilia- and flagella-associated protein 91	CFAP91
91	2	2.197802197802198	0.0021632613327853068	PF14745	1	573	91	2.0	2.198	1.0	0.0	1.0	41	31	19	WASH complex subunit 7, N-terminal	WASH-7_N
26	1	3.8461538461538463	0.0010816306663926534	PF14746	1	170	26	1.0	3.846	1.0	0.0	0.0	12	7	7	WASH complex subunit 7, C-terminal	WASH-7_C
13	1	7.6923076923076925	0.0010816306663926534	PF14748	1	105	13	1.0	7.692	1.0	0.0	0.0	8	4	1	Pyrroline-5-carboxylate reductase dimerisation	P5CR_dimer
14	1	7.142857142857142	0.0010816306663926534	PF14749	1	119	14	1.0	7.143	1.0	0.0	0.0	6	6	2	Acyl-coenzyme A oxidase N-terminal	Acyl-CoA_ox_N
104	3	2.8846153846153846	0.0032448919991779606	PF14752	1	617	104	3.0	2.885	3.0	0.0	0.0	47	34	23	Retinol binding protein receptor	RBP_receptor
73	1	1.36986301369863	0.0010816306663926534	PF14762	1	387	73	1.0	1.37	1.0	0.0	0.0	35	18	20	Hermansky-Pudlak syndrome 3, middle region	HPS3_Mid
54	2	3.7037037037037033	0.0021632613327853068	PF14763	1	352	54	2.0	3.704	0.0	2.0	0.0	25	18	11	Hermansky-Pudlak syndrome 3, C-terminal	HPS3_C
41	3	7.317073170731707	0.0032448919991779606	PF14765	1	244	41	3.0	7.317	1.0	2.0	0.0	17	16	8	Polyketide synthase dehydratase	PS-DH
5	1	20.0	0.0010816306663926534	PF14766	1	40	5	1.0	20.0	1.0	0.0	0.0	3	0	2	Replication protein A interacting N-terminal	RPA_interact_N
20	1	5.0	0.0010816306663926534	PF14771	1	156	20	1.0	5.0	1.0	0.0	0.0	11	3	6	Domain of unknown function (DUF4476)	DUF4476
46	4	8.695652173913043	0.0043265226655706136	PF14774	2	116	23	2.0	8.696	1.0	0.5	0.5	9	8	6	FAM177 family	FAM177
60	3	5.0	0.0032448919991779606	PF14778	1	362	60	3.0	5.0	1.0	1.0	1.0	30	22	8	Odorant response abnormal 4-like	ODR4-like
67	3	4.477611940298507	0.0032448919991779606	PF14782	1	440	67	3.0	4.478	1.0	0.0	2.0	32	24	11	Ciliary BBSome complex subunit 2, C-terminal	BBS2_C
3	1	33.33333333333333	0.0010816306663926534	PF14787	1	36	3	1.0	33.333	1.0	0.0	0.0	3	0	0	GAG-polyprotein viral zinc-finger	zf-CCHC_5
11	1	9.090909090909092	0.0010816306663926534	PF14791	1	67	11	1.0	9.091	0.0	1.0	0.0	3	4	4	DNA polymerase beta thumb 	DNA_pol_B_thumb
14	1	7.142857142857142	0.0010816306663926534	PF14792	1	111	14	1.0	7.143	1.0	0.0	0.0	6	5	3	DNA polymerase beta palm 	DNA_pol_B_palm
29	1	3.4482758620689653	0.0010816306663926534	PF14796	1	146	29	1.0	3.448	1.0	0.0	0.0	16	12	1	Clathrin-adaptor complex-3 beta-1 subunit C-terminal	AP3B1_C
46	1	2.1739130434782608	0.0010816306663926534	PF14797	1	131	46	1.0	2.174	1.0	0.0	0.0	42	3	1	Serine-rich region of AP3B1, clathrin-adaptor complex	SEEEED
31	12	38.70967741935484	0.012979567996711842	PF14799	2	94	16	6.0	37.5	4.5	1.5	0.0	8	5	2	FAM195 family	FAM195
43	1	2.3255813953488373	0.0010816306663926534	PF14800	1	291	43	1.0	2.326	0.0	0.0	1.0	17	18	8	Domain of unknown function (DUF4481)	DUF4481
35	3	8.571428571428571	0.0032448919991779606	PF14802	1	234	35	3.0	8.571	1.0	0.0	2.0	13	11	11	TMEM192 family	TMEM192
18	1	5.555555555555555	0.0010816306663926534	PF14806	1	132	18	1.0	5.556	1.0	0.0	0.0	7	7	4	Coatomer beta subunit appendage platform	Coatomer_b_Cpla
37	2	5.405405405405405	0.0021632613327853068	PF14808	1	265	37	2.0	5.405	2.0	0.0	0.0	13	14	10	TMEM164 family	TMEM164
61	4	6.557377049180328	0.0043265226655706136	PF14816	1	375	61	4.0	6.557	2.0	2.0	0.0	30	24	7	Family of unknown function, FAM178	FAM178
30	6	20.0	0.006489783998355921	PF14818	2	132	15	3.0	20.0	2.5	0.5	0.0	12	2	1	Domain of unknown function (DUF4482)	DUF4482
33	8	24.242424242424242	0.008653045331141227	PF14820	5	68	7	1.6	22.857	1.0	0.4	0.2	3	2	2	Small proline-rich 2	SPRR2
11	1	9.090909090909092	0.0010816306663926534	PF14821	1	80	11	1.0	9.091	1.0	0.0	0.0	5	3	3	Threonine synthase N terminus	Thr_synth_N
39	1	2.564102564102564	0.0010816306663926534	PF14822	1	245	39	1.0	2.564	1.0	0.0	0.0	15	12	12	Vasohibin	Vasohibin
23	1	4.3478260869565215	0.0010816306663926534	PF14826	1	163	23	1.0	4.348	1.0	0.0	0.0	11	6	6	FACT complex subunit SPT16 N-terminal lobe domain	FACT-Spt16_Nlob
44	1	2.272727272727273	0.0010816306663926534	PF14828	1	427	44	1.0	2.273	1.0	0.0	0.0	30	11	3	Amnionless	Amnionless
15	1	6.666666666666667	0.0010816306663926534	PF14833	1	122	15	1.0	6.667	1.0	0.0	0.0	5	5	5	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	NAD_binding_11
13	2	15.384615384615385	0.0021632613327853068	PF14844	1	86	13	2.0	15.385	0.0	1.0	1.0	2	7	4	PH domain associated with Beige/BEACH	PH_BEACH
8	1	12.5	0.0010816306663926534	PF14846	1	86	8	1.0	12.5	0.0	1.0	0.0	2	4	2	Domain of unknown function (DUF4485)	DUF4485
69	8	11.594202898550725	0.008653045331141227	PF14851	3	143	23	2.67	11.609	0.33	2.0	0.33	14	6	3	FAM176 family	FAM176
31	1	3.225806451612903	0.0010816306663926534	PF14854	1	121	31	1.0	3.226	1.0	0.0	0.0	18	11	2	Leucine rich adaptor protein 	LURAP
65	2	3.076923076923077	0.0021632613327853068	PF14857	1	348	65	2.0	3.077	1.0	1.0	0.0	28	19	18	TMEM151 family	TMEM151
9	2	22.22222222222222	0.0021632613327853068	PF14887	1	85	9	2.0	22.222	2.0	0.0	0.0	5	2	2	HMG (high mobility group) box 5	HMG_box_5
27	2	7.4074074074074066	0.0021632613327853068	PF14892	1	106	27	2.0	7.407	2.0	0.0	0.0	12	11	4	Domain of unknown function (DUF4490)	DUF4490
177	13	7.344632768361582	0.014061198663104497	PF14893	6	298	30	2.17	7.233	1.67	0.5	0.0	16	11	3	PNMA	PNMA
29	2	6.896551724137931	0.0021632613327853068	PF14904	2	88	14	1.0	7.143	1.0	0.0	0.0	8	4	2	Family of unknown function	FAM86
60	1	1.6666666666666667	0.0010816306663926534	PF14906	1	318	60	1.0	1.667	1.0	0.0	0.0	25	22	13	Domain of unknown function (DUF4495)	DUF4495
109	1	0.9174311926605505	0.0010816306663926534	PF14910	1	706	109	1.0	0.917	1.0	0.0	0.0	67	21	21	S-phase genomic integrity recombination mediator, N-terminal	MMS22L_N
27	1	3.7037037037037033	0.0010816306663926534	PF14913	1	190	27	1.0	3.704	0.0	1.0	0.0	12	8	7	DPCD protein family	DPCD
24	1	4.166666666666666	0.0010816306663926534	PF14914	1	146	24	1.0	4.167	1.0	0.0	0.0	10	11	3	LRRC37A/B like protein 1 C-terminal domain	LRRC37AB_C
434	21	4.838709677419355	0.022714243994245726	PF14915	18	191	24	1.17	4.875	0.33	0.83	0.0	11	9	4	CCDC144C protein coiled-coil region	CCDC144C
14	1	7.142857142857142	0.0010816306663926534	PF14917	1	113	14	1.0	7.143	1.0	0.0	0.0	7	7	0	Coiled coil protein 74, C terminal	CCDC74_C
55	1	1.8181818181818181	0.0010816306663926534	PF14919	1	339	55	1.0	1.818	1.0	0.0	0.0	30	17	8	MDM2-binding	MTBP_mid
61	5	8.19672131147541	0.005408153331963267	PF14920	1	259	61	5.0	8.197	3.0	2.0	0.0	32	23	6	MDM2-binding	MTBP_C
69	1	1.4492753623188406	0.0010816306663926534	PF14921	1	424	69	1.0	1.449	0.0	1.0	0.0	25	29	15	Adenomatosis polyposis coli down-regulated 1	APCDDC
148	1	0.6756756756756757	0.0010816306663926534	PF14925	1	632	148	1.0	0.676	0.0	1.0	0.0	90	40	18	Domain of unknown function	HPHLAWLY
44	2	4.545454545454546	0.0021632613327853068	PF14926	1	246	44	2.0	4.545	1.0	1.0	0.0	24	10	10	Domain of unknown function (DUF4498)	DUF4498
59	1	1.694915254237288	0.0010816306663926534	PF14929	1	361	59	1.0	1.695	1.0	0.0	0.0	24	11	24	TAF RNA Polymerase I subunit A	TAF1_subA
31	3	9.67741935483871	0.0032448919991779606	PF14936	1	179	31	3.0	9.677	2.0	1.0	0.0	12	11	8	Tumour protein p53-inducible protein 11	p53-inducible11
14	1	7.142857142857142	0.0010816306663926534	PF14937	1	82	14	1.0	7.143	1.0	0.0	0.0	5	5	4	Domain of unknown function (DUF4500)	DUF4500
114	5	4.385964912280701	0.005408153331963267	PF14938	3	272	38	1.67	4.395	1.67	0.0	0.0	15	9	14	Soluble NSF attachment protein, SNAP	SNAP
38	1	2.631578947368421	0.0010816306663926534	PF14939	1	212	38	1.0	2.632	1.0	0.0	0.0	19	7	12	DDB1-and CUL4-substrate receptor 15, WD repeat	DCAF15_WD40
57	1	1.7543859649122806	0.0010816306663926534	PF14944	1	197	57	1.0	1.754	0.0	1.0	0.0	15	22	20	Tongue Cancer Chemotherapy Resistant Protein 1	TCRP1
15	1	6.666666666666667	0.0010816306663926534	PF14949	1	104	15	1.0	6.667	1.0	0.0	0.0	6	6	3	ARF7 effector protein C-terminus	ARF7EP_C
73	5	6.8493150684931505	0.005408153331963267	PF14950	1	359	73	5.0	6.849	3.0	2.0	0.0	43	26	4	Domain of unknown function (DUF4502)	DUF4502
57	1	1.7543859649122806	0.0010816306663926534	PF14951	1	386	57	1.0	1.754	1.0	0.0	0.0	29	21	7	Domain of unknown function (DUF4503)	DUF4503
77	17	22.07792207792208	0.01838772132867511	PF14957	4	107	19	4.25	22.368	4.0	0.25	0.0	14	4	0	Cdc42 effector	BORG_CEP
222	1	0.45045045045045046	0.0010816306663926534	PF14961	1	1247	222	1.0	0.45	0.0	1.0	0.0	101	68	53	Broad-minded protein	BROMI
50	3	6.0	0.0032448919991779606	PF14963	1	270	50	3.0	6.0	3.0	0.0	0.0	27	15	8	Calcium signal-modulating cyclophilin ligand	CAML
38	3	7.894736842105263	0.0032448919991779606	PF14968	1	318	38	3.0	7.895	3.0	0.0	0.0	22	9	7	Coiled coil protein 84	CCDC84
10	1	10.0	0.0010816306663926534	PF14974	1	103	10	1.0	10.0	0.0	1.0	0.0	6	2	2	Protein C10 	P_C10
88	4	4.545454545454546	0.0043265226655706136	PF14976	4	145	22	1.0	4.545	1.0	0.0	0.0	12	7	3	FAM72 protein	FAM72
34	1	2.941176470588235	0.0010816306663926534	PF14977	1	204	34	1.0	2.941	0.0	1.0	0.0	19	8	7	FAM194 protein	FAM194
18	1	5.555555555555555	0.0010816306663926534	PF14989	1	150	18	1.0	5.556	1.0	0.0	0.0	12	4	2	Coiled-coil domain containing 32	CCDC32
52	1	1.9230769230769231	0.0010816306663926534	PF14994	1	275	52	1.0	1.923	1.0	0.0	0.0	26	18	8	Testis-specific gene 13 protein	TSGA13
27	2	7.4074074074074066	0.0021632613327853068	PF14996	1	153	27	2.0	7.407	2.0	0.0	0.0	15	7	5	Retinal Maintenance	RMP
11	2	18.181818181818183	0.0021632613327853068	PF15000	1	109	11	2.0	18.182	1.0	0.0	1.0	5	3	3	Tumour suppressor candidate 2	TUSC2
17	1	5.88235294117647	0.0010816306663926534	PF15005	1	145	17	1.0	5.882	0.0	1.0	0.0	7	5	5	Izumo sperm-egg fusion, Ig domain-associated	IZUMO
